Table: Adiabatic compressibility [G]
Temperature {K} 	Pressure {kPa} 	Adiabatic compressibility {1/kPa} 	Uncertainty {1/kPa} 
197	200	0.003793	1.3e-5
198	200	0.003794	1.2e-5
199	200	0.003795	1.2e-5
200	200	0.003796	1.1e-5
201	200	0.003797	1.1e-5
202	200	0.003798	1.0e-5
203	200	0.0037992	9.7e-6
204	200	0.0038003	9.2e-6
205	200	0.0038015	8.8e-6
206	200	0.0038028	8.4e-6
207	200	0.0038040	8.0e-6
208	200	0.0038053	7.7e-6
209	200	0.0038067	7.3e-6
210	200	0.0038080	7.0e-6
211	200	0.0038094	6.7e-6
212	200	0.0038108	6.4e-6
212	400	0.0019240	7.7e-6
213	200	0.0038122	6.1e-6
213	400	0.0019241	7.3e-6
214	200	0.0038137	5.8e-6
214	400	0.0019242	7.0e-6
215	200	0.0038151	5.6e-6
215	400	0.0019243	6.6e-6
216	200	0.0038166	5.4e-6
216	400	0.0019245	6.3e-6
217	200	0.0038180	5.1e-6
217	400	0.0019247	6.1e-6
218	200	0.0038195	4.9e-6
218	400	0.0019250	5.8e-6
219	200	0.0038210	4.7e-6
219	400	0.0019253	5.5e-6
220	200	0.0038225	4.5e-6
220	400	0.0019256	5.3e-6
221	200	0.0038240	4.3e-6
221	400	0.0019260	5.1e-6
222	200	0.0038255	4.2e-6
222	400	0.0019264	4.8e-6
222	600	0.0012958	5.6e-6
223	200	0.0038271	4.0e-6
223	400	0.0019268	4.6e-6
223	600	0.0012956	5.4e-6
224	200	0.0038286	3.8e-6
224	400	0.0019272	4.4e-6
224	600	0.0012955	5.1e-6
225	200	0.0038301	3.7e-6
225	400	0.0019276	4.2e-6
225	600	0.0012955	4.9e-6
226	200	0.0038316	3.5e-6
226	400	0.0019281	4.1e-6
226	600	0.0012954	4.7e-6
227	200	0.0038332	3.4e-6
227	400	0.0019285	3.9e-6
227	600	0.0012954	4.5e-6
228	200	0.0038347	3.3e-6
228	400	0.0019290	3.7e-6
228	600	0.0012954	4.3e-6
229	200	0.0038362	3.1e-6
229	400	0.0019295	3.6e-6
229	600	0.0012955	4.1e-6
229	800	0.0009800	4.7e-6
230	200	0.0038377	3.0e-6
230	400	0.0019300	3.4e-6
230	600	0.0012956	3.9e-6
230	800	0.0009797	4.5e-6
231	200	0.0038393	2.9e-6
231	400	0.0019305	3.3e-6
231	600	0.0012956	3.7e-6
231	800	0.0009795	4.3e-6
232	200	0.0038408	2.8e-6
232	400	0.0019310	3.2e-6
232	600	0.0012957	3.6e-6
232	800	0.0009793	4.1e-6
233	200	0.0038423	2.7e-6
233	400	0.0019316	3.0e-6
233	600	0.0012959	3.4e-6
233	800	0.0009792	3.9e-6
234	200	0.0038438	2.6e-6
234	400	0.0019321	2.9e-6
234	600	0.0012960	3.3e-6
234	800	0.0009790	3.7e-6
235	200	0.0038454	2.5e-6
235	400	0.0019327	2.8e-6
235	600	0.0012962	3.2e-6
235	800	0.0009789	3.6e-6
235	1000	0.0007896	4.1e-6
236	200	0.0038469	2.4e-6
236	400	0.0019332	2.7e-6
236	600	0.0012964	3.0e-6
236	800	0.0009789	3.4e-6
236	1000	0.0007893	3.9e-6
237	200	0.0038484	2.3e-6
237	400	0.0019338	2.6e-6
237	600	0.0012965	2.9e-6
237	800	0.0009788	3.3e-6
237	1000	0.0007891	3.7e-6
238	200	0.0038499	2.3e-6
238	400	0.0019344	2.5e-6
238	600	0.0012967	2.8e-6
238	800	0.0009787	3.1e-6
238	1000	0.0007888	3.5e-6
239	200	0.0038514	2.2e-6
239	400	0.0019349	2.4e-6
239	600	0.0012969	2.7e-6
239	800	0.0009787	3.0e-6
239	1000	0.0007886	3.4e-6
240	200	0.0038529	2.1e-6
240	400	0.0019355	2.3e-6
240	600	0.0012972	2.6e-6
240	800	0.0009787	2.9e-6
240	1000	0.0007884	3.2e-6
241	200	0.0038544	2.1e-6
241	400	0.0019361	2.3e-6
241	600	0.0012974	2.5e-6
241	800	0.0009787	2.8e-6
241	1000	0.0007882	3.1e-6
241	1200	0.0006619	3.5e-6
242	200	0.0038559	2.0e-6
242	400	0.0019367	2.2e-6
242	600	0.0012976	2.4e-6
242	800	0.0009787	2.6e-6
242	1000	0.0007881	2.9e-6
242	1200	0.0006616	3.3e-6
243	200	0.0038574	1.9e-6
243	400	0.0019373	2.1e-6
243	600	0.0012979	2.3e-6
243	800	0.0009788	2.5e-6
243	1000	0.0007879	2.8e-6
243	1200	0.0006613	3.1e-6
244	200	0.0038589	1.9e-6
244	400	0.0019379	2.0e-6
244	600	0.0012981	2.2e-6
244	800	0.0009788	2.4e-6
244	1000	0.0007878	2.7e-6
244	1200	0.0006611	3.0e-6
245	200	0.0038603	1.8e-6
245	400	0.0019385	2.0e-6
245	600	0.0012984	2.1e-6
245	800	0.0009789	2.3e-6
245	1000	0.0007877	2.6e-6
245	1200	0.0006608	2.9e-6
246	200	0.0038618	1.8e-6
246	400	0.0019391	1.9e-6
246	600	0.0012987	2.1e-6
246	800	0.0009790	2.3e-6
246	1000	0.0007876	2.5e-6
246	1200	0.0006606	2.7e-6
246	1400	0.0005704	3.1e-6
247	200	0.0038633	1.7e-6
247	400	0.0019397	1.8e-6
247	600	0.0012990	2.0e-6
247	800	0.0009791	2.2e-6
247	1000	0.0007876	2.4e-6
247	1200	0.0006604	2.6e-6
247	1400	0.0005701	2.9e-6
248	200	0.0038647	1.7e-6
248	400	0.0019403	1.8e-6
248	600	0.0012992	1.9e-6
248	800	0.0009791	2.1e-6
248	1000	0.0007875	2.3e-6
248	1200	0.0006602	2.5e-6
248	1400	0.0005698	2.8e-6
249	200	0.0038662	1.6e-6
249	400	0.0019409	1.7e-6
249	600	0.0012995	1.9e-6
249	800	0.0009792	2.0e-6
249	1000	0.0007875	2.2e-6
249	1200	0.0006601	2.4e-6
249	1400	0.0005695	2.7e-6
250	200	0.0038676	1.6e-6
250	400	0.0019415	1.7e-6
250	600	0.0012998	1.8e-6
250	800	0.0009794	1.9e-6
250	1000	0.0007875	2.1e-6
250	1200	0.0006599	2.3e-6
250	1400	0.0005692	2.5e-6
250	1600	0.0005017	2.8e-6
251	200	0.0038691	1.6e-6
251	400	0.0019421	1.6e-6
251	600	0.0013001	1.7e-6
251	800	0.0009795	1.9e-6
251	1000	0.0007874	2.0e-6
251	1200	0.0006598	2.2e-6
251	1400	0.0005690	2.4e-6
251	1600	0.0005013	2.7e-6
252	200	0.0038705	1.5e-6
252	400	0.0019427	1.6e-6
252	600	0.0013004	1.7e-6
252	800	0.0009796	1.8e-6
252	1000	0.0007874	2.0e-6
252	1200	0.0006597	2.1e-6
252	1400	0.0005688	2.3e-6
252	1600	0.0005010	2.6e-6
253	200	0.0038720	1.5e-6
253	400	0.0019433	1.6e-6
253	600	0.0013007	1.6e-6
253	800	0.0009797	1.8e-6
253	1000	0.0007874	1.9e-6
253	1200	0.0006596	2.1e-6
253	1400	0.0005686	2.2e-6
253	1600	0.0005007	2.5e-6
254	200	0.0038734	1.4e-6
254	400	0.0019439	1.5e-6
254	600	0.0013010	1.6e-6
254	800	0.0009799	1.7e-6
254	1000	0.0007875	1.8e-6
254	1200	0.0006595	2.0e-6
254	1400	0.0005684	2.1e-6
254	1600	0.0005004	2.4e-6
254	1800	0.0004479	2.6e-6
255	200	0.0038748	1.4e-6
255	400	0.0019445	1.5e-6
255	600	0.0013013	1.5e-6
255	800	0.0009800	1.6e-6
255	1000	0.0007875	1.8e-6
255	1200	0.0006594	1.9e-6
255	1400	0.0005682	2.1e-6
255	1600	0.0005001	2.3e-6
255	1800	0.0004475	2.5e-6
256	200	0.0038762	1.4e-6
256	400	0.0019451	1.4e-6
256	600	0.0013016	1.5e-6
256	800	0.0009802	1.6e-6
256	1000	0.0007875	1.7e-6
256	1200	0.0006593	1.8e-6
256	1400	0.0005681	2.0e-6
256	1600	0.0004999	2.2e-6
256	1800	0.0004472	2.4e-6
257	200	0.0038776	1.4e-6
257	400	0.0019457	1.4e-6
257	600	0.0013019	1.5e-6
257	800	0.0009803	1.5e-6
257	1000	0.0007876	1.6e-6
257	1200	0.0006593	1.8e-6
257	1400	0.0005679	1.9e-6
257	1600	0.0004996	2.1e-6
257	1800	0.0004468	2.3e-6
257	2000	0.0004049	2.5e-6
258	200	0.0038790	1.3e-6
258	400	0.0019463	1.4e-6
258	600	0.0013023	1.4e-6
258	800	0.0009805	1.5e-6
258	1000	0.0007876	1.6e-6
258	1200	0.0006593	1.7e-6
258	1400	0.0005678	1.8e-6
258	1600	0.0004994	2.0e-6
258	1800	0.0004465	2.2e-6
258	2000	0.0004045	2.4e-6
259	200	0.0038804	1.3e-6
259	400	0.0019469	1.3e-6
259	600	0.0013026	1.4e-6
259	800	0.0009806	1.5e-6
259	1000	0.0007877	1.5e-6
259	1200	0.0006592	1.6e-6
259	1400	0.0005677	1.8e-6
259	1600	0.0004992	1.9e-6
259	1800	0.0004463	2.1e-6
259	2000	0.0004042	2.3e-6
260	200	0.0038818	1.3e-6
260	400	0.0019475	1.3e-6
260	600	0.0013029	1.4e-6
260	800	0.0009808	1.4e-6
260	1000	0.0007877	1.5e-6
260	1200	0.0006592	1.6e-6
260	1400	0.0005676	1.7e-6
260	1600	0.0004991	1.8e-6
260	1800	0.0004460	2.0e-6
260	2000	0.0004038	2.2e-6
261	200	0.0038832	1.3e-6
261	400	0.0019481	1.3e-6
261	600	0.0013032	1.3e-6
261	800	0.0009810	1.4e-6
261	1000	0.0007878	1.5e-6
261	1200	0.0006592	1.5e-6
261	1400	0.0005675	1.6e-6
261	1600	0.0004989	1.8e-6
261	1800	0.0004458	1.9e-6
261	2000	0.0004035	2.1e-6
261	2200	0.0003692	2.3e-6
262	200	0.0038846	1.2e-6
262	400	0.0019487	1.3e-6
262	600	0.0013035	1.3e-6
262	800	0.0009811	1.3e-6
262	1000	0.0007879	1.4e-6
262	1200	0.0006592	1.5e-6
262	1400	0.0005674	1.6e-6
262	1600	0.0004988	1.7e-6
262	1800	0.0004456	1.8e-6
262	2000	0.0004032	2.0e-6
262	2200	0.0003688	2.2e-6
263	200	0.0038860	1.2e-6
263	400	0.0019493	1.2e-6
263	600	0.0013039	1.3e-6
263	800	0.0009813	1.3e-6
263	1000	0.0007879	1.4e-6
263	1200	0.0006592	1.4e-6
263	1400	0.0005673	1.5e-6
263	1600	0.0004986	1.6e-6
263	1800	0.0004454	1.8e-6
263	2000	0.0004029	1.9e-6
263	2200	0.0003685	2.1e-6
264	200	0.0038873	1.2e-6
264	400	0.0019498	1.2e-6
264	600	0.0013042	1.2e-6
264	800	0.0009815	1.3e-6
264	1000	0.0007880	1.3e-6
264	1200	0.0006592	1.4e-6
264	1400	0.0005673	1.5e-6
264	1600	0.0004985	1.6e-6
264	1800	0.0004452	1.7e-6
264	2000	0.0004027	1.9e-6
264	2200	0.0003681	2.0e-6
264	2400	0.0003396	2.2e-6
265	200	0.0038887	1.2e-6
265	400	0.0019504	1.2e-6
265	600	0.0013045	1.2e-6
265	800	0.0009817	1.2e-6
265	1000	0.0007881	1.3e-6
265	1200	0.0006592	1.4e-6
265	1400	0.0005672	1.4e-6
265	1600	0.0004984	1.5e-6
265	1800	0.0004450	1.6e-6
265	2000	0.0004025	1.8e-6
265	2200	0.0003678	1.9e-6
265	2400	0.0003392	2.1e-6
266	200	0.0038900	1.2e-6
266	400	0.0019510	1.2e-6
266	600	0.0013048	1.2e-6
266	800	0.0009819	1.2e-6
266	1000	0.0007882	1.3e-6
266	1200	0.0006592	1.3e-6
266	1400	0.0005672	1.4e-6
266	1600	0.0004983	1.5e-6
266	1800	0.0004448	1.6e-6
266	2000	0.0004022	1.7e-6
266	2200	0.0003675	1.9e-6
266	2400	0.0003388	2.0e-6
267	200	0.0038914	1.1e-6
267	400	0.0019516	1.1e-6
267	600	0.0013052	1.2e-6
267	800	0.0009820	1.2e-6
267	1000	0.0007883	1.2e-6
267	1200	0.0006592	1.3e-6
267	1400	0.0005671	1.4e-6
267	1600	0.0004982	1.4e-6
267	1800	0.0004447	1.5e-6
267	2000	0.0004020	1.7e-6
267	2200	0.0003673	1.8e-6
267	2400	0.0003385	2.0e-6
267	2600	0.0003143	2.2e-6
268	200	0.0038927	1.1e-6
268	400	0.0019522	1.1e-6
268	600	0.0013055	1.1e-6
268	800	0.0009822	1.2e-6
268	1000	0.0007884	1.2e-6
268	1200	0.0006592	1.3e-6
268	1400	0.0005671	1.3e-6
268	1600	0.0004981	1.4e-6
268	1800	0.0004446	1.5e-6
268	2000	0.0004018	1.6e-6
268	2200	0.0003670	1.7e-6
268	2400	0.0003382	1.9e-6
268	2600	0.0003139	2.1e-6
269	200	0.0038941	1.1e-6
269	400	0.0019528	1.1e-6
269	600	0.0013058	1.1e-6
269	800	0.0009824	1.1e-6
269	1000	0.0007885	1.2e-6
269	1200	0.0006593	1.2e-6
269	1400	0.0005671	1.3e-6
269	1600	0.0004980	1.4e-6
269	1800	0.0004444	1.4e-6
269	2000	0.0004017	1.5e-6
269	2200	0.0003668	1.7e-6
269	2400	0.0003379	1.8e-6
269	2600	0.0003135	2.0e-6
269	2800	0.0002929	2.2e-6
270	200	0.0038954	1.1e-6
270	400	0.0019534	1.1e-6
270	600	0.0013061	1.1e-6
270	800	0.0009826	1.1e-6
270	1000	0.0007886	1.2e-6
270	1200	0.0006593	1.2e-6
270	1400	0.0005671	1.2e-6
270	1600	0.0004980	1.3e-6
270	1800	0.0004443	1.4e-6
270	2000	0.0004015	1.5e-6
270	2200	0.0003666	1.6e-6
270	2400	0.0003376	1.7e-6
270	2600	0.0003132	1.9e-6
270	2800	0.0002925	2.1e-6
271	200	0.0038967	1.1e-6
271	400	0.0019540	1.1e-6
271	600	0.0013065	1.1e-6
271	800	0.0009828	1.1e-6
271	1000	0.0007887	1.1e-6
271	1200	0.0006594	1.2e-6
271	1400	0.0005671	1.2e-6
271	1600	0.0004979	1.3e-6
271	1800	0.0004442	1.4e-6
271	2000	0.0004013	1.4e-6
271	2200	0.0003664	1.6e-6
271	2400	0.0003373	1.7e-6
271	2600	0.0003129	1.8e-6
271	2800	0.0002921	2.0e-6
272	200	0.0038980	1.1e-6
272	400	0.0019545	1.1e-6
272	600	0.0013068	1.1e-6
272	800	0.0009830	1.1e-6
272	1000	0.0007888	1.1e-6
272	1200	0.0006594	1.1e-6
272	1400	0.0005670	1.2e-6
272	1600	0.0004979	1.2e-6
272	1800	0.0004441	1.3e-6
272	2000	0.0004012	1.4e-6
272	2200	0.0003662	1.5e-6
272	2400	0.0003371	1.6e-6
272	2600	0.0003126	1.8e-6
272	2800	0.0002917	1.9e-6
272	3000	0.0002738	2.1e-6
273	200	0.0038993	1.1e-6
273	400	0.0019551	1.0e-6
273	600	0.0013071	1.1e-6
273	800	0.0009832	1.1e-6
273	1000	0.0007889	1.1e-6
273	1200	0.0006595	1.1e-6
273	1400	0.0005670	1.2e-6
273	1600	0.0004978	1.2e-6
273	1800	0.0004440	1.3e-6
273	2000	0.0004011	1.4e-6
273	2200	0.0003660	1.5e-6
273	2400	0.0003369	1.6e-6
273	2600	0.0003123	1.7e-6
273	2800	0.0002914	1.9e-6
273	3000	0.0002734	2.1e-6
274	200	0.0039006	1.0e-6
274	400	0.0019557	1.0e-6
274	600	0.0013075	1.0e-6
274	800	0.0009834	1.0e-6
274	1000	0.0007890	1.1e-6
274	1200	0.0006595	1.1e-6
274	1400	0.0005670	1.1e-6
274	1600	0.0004978	1.2e-6
274	1800	0.0004439	1.2e-6
274	2000	0.0004009	1.3e-6
274	2200	0.0003658	1.4e-6
274	2400	0.0003367	1.5e-6
274	2600	0.0003121	1.6e-6
274	2800	0.0002911	1.8e-6
274	3000	0.0002730	2.0e-6
275	200	0.0039019	1.0e-6
275	400	0.0019563	1.0e-6
275	600	0.0013078	1.0e-6
275	800	0.0009836	1.0e-6
275	1000	0.0007891	1.0e-6
275	1200	0.0006596	1.1e-6
275	1400	0.0005671	1.1e-6
275	1600	0.0004977	1.2e-6
275	1800	0.0004439	1.2e-6
275	2000	0.0004008	1.3e-6
275	2200	0.0003657	1.4e-6
275	2400	0.0003365	1.5e-6
275	2600	0.0003118	1.6e-6
275	2800	0.0002908	1.7e-6
275	3000	0.0002726	1.9e-6
275	3200	0.0002569	2.1e-6
276	200	0.0039032	1.0e-6
276	400	0.0019568	1.0e-6
276	600	0.0013081	1.0e-6
276	800	0.0009838	1.0e-6
276	1000	0.0007893	1.0e-6
276	1200	0.0006596	1.0e-6
276	1400	0.0005671	1.1e-6
276	1600	0.0004977	1.1e-6
276	1800	0.0004438	1.2e-6
276	2000	0.0004007	1.2e-6
276	2200	0.0003656	1.3e-6
276	2400	0.0003363	1.4e-6
276	2600	0.0003116	1.5e-6
276	2800	0.0002905	1.7e-6
276	3000	0.0002723	1.8e-6
276	3200	0.0002565	2.0e-6
277	200	0.0039045	1.0e-6
277	400	0.00195741	1.00e-6
277	600	0.00130843	9.9e-7
277	800	0.00098399	1.00e-6
277	1000	0.0007894	1.0e-6
277	1200	0.0006597	1.0e-6
277	1400	0.0005671	1.1e-6
277	1600	0.0004977	1.1e-6
277	1800	0.0004437	1.2e-6
277	2000	0.0004006	1.2e-6
277	2200	0.0003654	1.3e-6
277	2400	0.0003361	1.4e-6
277	2600	0.0003114	1.5e-6
277	2800	0.0002903	1.6e-6
277	3000	0.0002720	1.8e-6
277	3200	0.0002561	1.9e-6
277	3400	0.0002422	2.1e-6
278	200	0.0039058	1.0e-6
278	400	0.00195798	9.9e-7
278	600	0.00130876	9.8e-7
278	800	0.00098420	9.8e-7
278	1000	0.00078950	9.9e-7
278	1200	0.0006597	1.0e-6
278	1400	0.0005671	1.0e-6
278	1600	0.0004977	1.1e-6
278	1800	0.0004437	1.1e-6
278	2000	0.0004005	1.2e-6
278	2200	0.0003653	1.3e-6
278	2400	0.0003360	1.3e-6
278	2600	0.0003112	1.4e-6
278	2800	0.0002900	1.6e-6
278	3000	0.0002717	1.7e-6
278	3200	0.0002558	1.9e-6
278	3400	0.0002418	2.1e-6
279	200	0.00390708	9.9e-7
279	400	0.00195855	9.8e-7
279	600	0.00130909	9.7e-7
279	800	0.00098440	9.7e-7
279	1000	0.00078962	9.8e-7
279	1200	0.00065981	9.9e-7
279	1400	0.0005671	1.0e-6
279	1600	0.0004976	1.1e-6
279	1800	0.0004436	1.1e-6
279	2000	0.0004005	1.2e-6
279	2200	0.0003652	1.2e-6
279	2400	0.0003358	1.3e-6
279	2600	0.0003110	1.4e-6
279	2800	0.0002898	1.5e-6
279	3000	0.0002715	1.6e-6
279	3200	0.0002555	1.8e-6
279	3400	0.0002415	2.0e-6
279	3600	0.0002291	2.2e-6
280	200	0.00390835	9.8e-7
280	400	0.00195912	9.7e-7
280	600	0.00130942	9.6e-7
280	800	0.00098460	9.6e-7
280	1000	0.00078975	9.6e-7
280	1200	0.00065987	9.8e-7
280	1400	0.0005671	1.0e-6
280	1600	0.0004976	1.0e-6
280	1800	0.0004436	1.1e-6
280	2000	0.0004004	1.1e-6
280	2200	0.0003651	1.2e-6
280	2400	0.0003357	1.3e-6
280	2600	0.0003109	1.4e-6
280	2800	0.0002896	1.5e-6
280	3000	0.0002712	1.6e-6
280	3200	0.0002552	1.7e-6
280	3400	0.0002411	1.9e-6
280	3600	0.0002287	2.1e-6
281	200	0.00390961	9.8e-7
281	400	0.00195968	9.6e-7
281	600	0.00130974	9.5e-7
281	800	0.00098481	9.4e-7
281	1000	0.00078987	9.5e-7
281	1200	0.00065995	9.6e-7
281	1400	0.00056717	9.8e-7
281	1600	0.0004976	1.0e-6
281	1800	0.0004435	1.1e-6
281	2000	0.0004003	1.1e-6
281	2200	0.0003650	1.2e-6
281	2400	0.0003356	1.2e-6
281	2600	0.0003107	1.3e-6
281	2800	0.0002894	1.4e-6
281	3000	0.0002710	1.5e-6
281	3200	0.0002550	1.7e-6
281	3400	0.0002408	1.8e-6
281	3600	0.0002283	2.0e-6
282	200	0.00391087	9.7e-7
282	400	0.00196024	9.5e-7
282	600	0.00131007	9.4e-7
282	800	0.00098501	9.3e-7
282	1000	0.00079000	9.3e-7
282	1200	0.00066002	9.5e-7
282	1400	0.00056720	9.7e-7
282	1600	0.00049761	1.00e-6
282	1800	0.0004435	1.0e-6
282	2000	0.0004002	1.1e-6
282	2200	0.0003649	1.1e-6
282	2400	0.0003354	1.2e-6
282	2600	0.0003105	1.3e-6
282	2800	0.0002892	1.4e-6
282	3000	0.0002708	1.5e-6
282	3200	0.0002547	1.6e-6
282	3400	0.0002405	1.8e-6
282	3600	0.0002280	1.9e-6
282	3800	0.0002168	2.2e-6
283	200	0.00391212	9.6e-7
283	400	0.00196080	9.4e-7
283	600	0.00131040	9.3e-7
283	800	0.00098522	9.2e-7
283	1000	0.00079013	9.2e-7
283	1200	0.00066009	9.3e-7
283	1400	0.00056723	9.5e-7
283	1600	0.00049761	9.8e-7
283	1800	0.0004435	1.0e-6
283	2000	0.0004002	1.1e-6
283	2200	0.0003648	1.1e-6
283	2400	0.0003353	1.2e-6
283	2600	0.0003104	1.3e-6
283	2800	0.0002891	1.4e-6
283	3000	0.0002706	1.5e-6
283	3200	0.0002545	1.6e-6
283	3400	0.0002403	1.7e-6
283	3600	0.0002277	1.9e-6
283	3800	0.0002164	2.1e-6
284	200	0.00391336	9.5e-7
284	400	0.00196136	9.3e-7
284	600	0.00131072	9.2e-7
284	800	0.00098542	9.1e-7
284	1000	0.00079026	9.1e-7
284	1200	0.00066017	9.2e-7
284	1400	0.00056727	9.4e-7
284	1600	0.00049761	9.6e-7
284	1800	0.00044344	1.00e-6
284	2000	0.0004001	1.0e-6
